CRASH_RECORD_ID,INJURIES_FATAL,LOCATION,LATITUDE,LONGITUDE
61fcb8c1eb522a6469b460e2134df3d15f82e81fd93e9cafd3dc7e631b9e1ba8b450a63af12bd90d1d2d9b127ea287f88d32e138a4eeba17799f536c08048934,0.0,POINT (-87.761883496974 41.942975745006),41.942975745,-87.761883497
54be04f9f10fb44cb9045e4009c356d67bf76398d815c54dfebd8f8d82281d9bd94f698372c7d191a0f02d5432bc4a1a60fa93e1feeeee99b40e5f6d9b6ef118,0.0,POINT (-87.605334170015 41.75869137995),41.75869138,-87.60533417
26e904875b56f4b54be61cb3614c69c4922b7e2be6378781b456eba660bcd8c09037b7e8f655dd0e0b47b9031423d77e48d902f0b89443af187fe8d5e307b42b,0.0,POINT (-87.633658092957 41.912793334996),41.912793335,-87.633658093
4947e6176409f34f913761937fd22d0a1be5c145f4a574051ab01634f48c666c7f0b0e6dbb5780aeb086628765dff96609a82c7d3acd5e907ef09b23e364ec65,0.0,POINT (-87.637410212028 41.898979021041),41.898979021,-87.637410212
e2fbfb02a09359fd7a349416d1c98309265e8acf8dfd7890187158fe339305480b0f0b6da63c9884bd1b28ff95e10aed971c4886161ab3074a1db05158e5ffd1,0.0,POINT (-87.637560210019 41.902803452031),41.902803452,-87.63756021
1f5d47d606a89e733ff1ba6f3fd144cd21dce3939219b6d3fe55f0c58ab9599105311de864f9096d474ea2bd1290ae6b3699e3d94d960ef6800073859e5b422b,0.0,POINT (-87.697472619992 42.013983400009),42.0139834,-87.69747262
f1779af8b006d956f29723ac415bd54b61ef9acf84e38e1773eaa7241b1fa092a2841f9dae6d49fb004b99b5ff7996ec856387f0bf4182602177aefcc43b8887,0.0,POINT (-87.672331815029 42.01034168595),42.010341686,-87.672331815
2fa0bd8165b2dbc1241e813677801a019c320dc544c70de18adac4c814a2c7390298b135cf4d92b24de17f70f55b792d4b369ab71135513bbcd589fd15fe7c4f,0.0,POINT (-87.743683400022 41.886603801046),41.886603801,-87.7436834
01185eb4d8bc98c6505e54058dfaa56f07831ba07503cf54cc2362438036e3659860e6397f40fd61042f8b255bc4289877e986a8f6611278956b3a8d290c7a6e,0.0,POINT (-87.711364889983 41.983148127979),41.983148128,-87.71136489
07f3f746529190a3ac123fa6ffe5d92a6ce223267b3ee9c9b504f410c4970fafc4a5930a0b95dbe197bd07d5389b3867f7be546060560e007d3bf61ed0265b45,0.0,POINT (-87.663234201004 41.921729806985),41.921729807,-87.663234201
0a12fc078548ac1ce94ee36e91ab6ffda0d916da43fd016c2aca1e51622ec1e586455d80aadfd42142e956e243b452fd26ccfea76608a7c6a95fda777e88fdeb,0.0,POINT (-87.61539310801 41.783999985021),41.783999985,-87.615393108
0dc28b9460d8060e0f9ccfd2ac608c376404941617ce01e5b6e61440358f1b19cd972b0043e6e9d3161dc9ae16ebce65eb13f4ab290cea85c15619a38f50bae3,0.0,POINT (-87.721689893972 41.955648575033),41.955648575,-87.721689894
0b82a50a8e783f982fa6459de042a43b06cd42bf49b92dcac38d5205063e33e676deab1f788f1478c9e0b374c616ebd636104945a2985105627d4a36b28c0f7f,0.0,POINT (-87.727148226037 41.932604221966),41.932604222,-87.727148226
0efc2f920d5a9d11b680db78e89d9b87fccd56ec9365fd02870c77ee9e0767b7baf6dce41200101af18db77048af9823649a98cf431dcc0611e0d776778b6037,0.0,POINT (-87.659278935965 41.989927122034),41.989927122,-87.659278936
0f7921a79a381fd87c5330b58562222e7b8de09c61c2c1bb30cdc5a6515662ecbf503752f7b5be7db53046063236dfee478fbeec1040270cc30bef60c2f83458,0.0,POINT (-87.621964902962 41.891663091017),41.891663091,-87.621964903
12db8a300946962be95276c82b2dc23b264141aa061c882ad8f67df6e6ccf014693332af655bf5160226022d467ab0b0c15375b1a0dd132cbd99f989822b02d5,0.0,POINT (-87.647680593026 41.891293712961),41.891293713,-87.647680593
1b6e97e5112f150e31452b153d773464e50ee4e9a9a1496f97174f82f905320e0f16942aacd1806e288bdf49a0d430b4a8154e267be141d73ad70a78d4aef63b,0.0,POINT (-87.68487962702 41.871237944048),41.871237944,-87.684879627
1a587d391ce199f99a15586a1d57ea51724bdd316e437273abaa3f4d3846176ecf11efe1925526392396a295b6e84dee2271f49bef8e073309758b16fc0bfe98,0.0,POINT (-87.772741047019 41.920145795019),41.920145795,-87.772741047
1c95ed6e22693bd151b9a2548283d5ec26acf493fc486f801bb1ef2b35b34d8ea414bc49ac0c6eb248af9ff5176bbc5bd382ec23ca648fa8c0d038bd4c312db4,0.0,POINT (-87.703834155048 41.850117412024),41.850117412,-87.703834155
1e59125a8f19658db610f7ba928b437df09da4d641495adad629da404d7ce7c1781352ffcedbd2ff56be99126ab4bac1fe35bd67976e75f8a86767abc61e6750,0.0,POINT (-87.744688537963 41.868505892977),41.868505893,-87.744688538
1eabd7be78a6c10cc667e5a0a573f7b8724eb728619f858b6088d9edf466190097683e77af33621728fa6f8028811080be65b977eb0fb222259630b4a83348c7,0.0,POINT (-87.735560757035 41.878792829979),41.87879283,-87.735560757
20896e7c3f682f13da989c7e232a3ea71aba94d59169243f48bd7cd7ee82155644757b3971cff87aeb1db4a90a29247faea615b50d90a37fd41bafe758b99806,0.0,POINT (-87.653564549029 41.83152684102),41.831526841,-87.653564549
21544ef3a503fc1e9949d7d3737ec00ffbe552fa89bdf89fb7b7dc44c40eb59c8bf4ec9836e8f65e2628bb89aee146a8f9683539a0d73cbbbff12f42f7cbc83f,0.0,POINT (-87.697755776035 41.931607951049),41.931607951,-87.697755776
20134cef617bdeb97525d4c767cda4260c6e8eb18ec55b8bf65780cfcfb44a8dd351d696f3311daf84d9d69769c0718f145846aa7cc6ba479ed5cce1785ece8b,0.0,POINT (-87.637486334017 41.911020923),41.911020923,-87.637486334
2a63fa5097caeca65f156577c79d22d927033743f725ccfdd5e694d422603e997ea0eb454b67faf7dbc1c508ea336c0eb9c13b2f64fce5e0d43f3313ff649f98,0.0,POINT (-87.699307663 41.983208978045),41.983208978,-87.699307663
2ed5a07fda76bcbfeb1f9b083f46f1080f8af5f36d958c8a88409089f59eb4bb08bd3d0a1eb5fcaf956eb79d0e460d52f8cecb420891b0a5b3620599390cb4b4,0.0,POINT (-87.558927463962 41.762174118016),41.762174118,-87.558927464
359237a7e6da48894f7bfef8d8cb0ffe4e940021a10d525c5aff85a33b5f1013ddedeab918dde82515e5e1f9eb07282575e8ca650d3fc52dc1a4029be1bcbc0e,0.0,POINT (-87.715384108022 41.928386635011),41.928386635,-87.715384108
374f6b1015c247130402cbb805b35b6e4414c4d14f63f8352b9188d129eb96e404ae530af391f4968963fb284b9fb818428b89d8f075af171551264bfa1b2be8,0.0,POINT (0 0),0.0,0.0
36d400110e8cb67a7bcb390129d69f4edc3e76219c6ddf0a26a7d08d023a1ed638e873827c2642a5a817aa8e283d5f11def6253582fce87a417c37f9aa8376fa,0.0,POINT (-87.759400090958 41.894790472985),41.894790473,-87.759400091
37211a0302690dec9b15e48d25a700f4addd96aa7237345a3854bf480a19df2ca448d158a83d79b1656c0ce82982564ecd360063fcf138c3ab107239bfaf6c75,0.0,POINT (-87.637081411989 41.88202289998),41.8820229,-87.637081412
3c69eb13b04e2bc1aa7ebb4f785d6e9383f39555bbbe43429dcf6795e217bff2aca4d106e8dafc430ec0e5f83fac78922f797d2a962b57ad476a309d39c77849,0.0,POINT (-87.646914040049 41.96962787502),41.969627875,-87.64691404
3e4c4f261372d42befcd7593ee43f04f4a66d7ca04747760297c2cc96df6480f16d73174f236c8d45171c0ff9a75dd8f01f9c1f9ffb4af7676c0473acaea853e,0.0,POINT (-87.644605003003 41.941883022027),41.941883022,-87.644605003
3c9fb03505b09fef4332d6ba97abbdecb1f68403b2df047da81e81882279c5d9f4a7aca4680c55dd99bfcf0fa153827f897c9d8399db8579a68036e6e4b76848,0.0,POINT (-87.661859582959 41.903536788031),41.903536788,-87.661859583
3f6023d4a652d42c9d755ff8542396430911c6f6b559cfd86794c0787bce41a323326af8023ff08ddb2c9ed18fbe5382f62fb4c40ad9067156845b0e5d0df014,0.0,POINT (-87.693861033037 41.968680808972),41.968680809,-87.693861033
